Comunidad,Año,Mes,Temperatura Media,Temperatura Minima,Temperatura Maxima,Presion Maxima,Racha
Islas Baleares,2018,Agosto,26.03,21.39,30.66,1014.39,9.39
Cataluña,2018,Agosto,24.5,18.59,30.41,973.5,9.17
Canarias,2018,Agosto,23.88,20.69,27.08,991.67,11.6
Cantabria,2018,Agosto,20.18,15.67,24.7,998.22,8.88
Castilla-La Mancha,2018,Agosto,25.95,17.84,34.07,933.17,10.07
Castilla y León,2018,Agosto,21.76,13.19,30.34,914.83,9.65
Comunidad de Madrid,2018,Agosto,25.03,17.74,32.32,914.75,10.2
Comunidad Foral de Navarra,2018,Agosto,22.46,15.8,29.14,976.73,10.02
Comunidad Valenciana,2018,Agosto,25.73,20.48,30.98,987.15,8.92
Extremadura,2018,Agosto,28.2,19.52,36.87,973.9,9.51
Galicia,2018,Agosto,21.1,14.81,27.39,990.07,9.2
País Vasco,2018,Agosto,20.88,16.27,25.48,998.11,9.07
Principado de Asturias,2018,Agosto,19.25,15.09,23.39,987.34,8.49
Región de Murcia,2018,Agosto,27.31,21.66,32.95,990.46,9.36
La Rioja,2018,Agosto,23.74,16.26,31.2,978.74,8.14
Ceuta,2018,Agosto,25.17,21.53,28.81,1006.78,7.77
Melilla,2018,Agosto,26.52,23.23,29.79,1010.46,7.63
Andalucía,2018,Septiembre,24.31,18.63,30.0,982.15,8.9
Aragón,2018,Septiembre,20.88,13.84,27.92,945.59,8.88
Islas Baleares,2018,Septiembre,23.56,19.26,27.87,1016.83,9.19
Cataluña,2018,Septiembre,21.85,16.23,27.47,975.93,8.06
Canarias,2018,Septiembre,23.79,20.64,26.93,991.62,11.1
Cantabria,2018,Septiembre,18.94,14.4,23.48,1002.3,7.77
Castilla-La Mancha,2018,Septiembre,22.38,15.15,29.61,935.34,8.58
Castilla y León,2018,Septiembre,20.03,12.01,28.06,920.54,8.76
Comunidad de Madrid,2018,Septiembre,21.88,15.28,28.48,916.44,8.93
Comunidad Foral de Navarra,2018,Septiembre,20.78,14.12,27.45,978.57,9.03
Comunidad Valenciana,2018,Septiembre,22.87,18.07,27.68,989.81,8.04
Extremadura,2018,Septiembre,25.46,17.96,32.95,976.46,8.89
Galicia,2018,Septiembre,20.01,14.02,26.02,990.69,9.06
País Vasco,2018,Septiembre,19.96,14.95,24.97,999.5,8.48
Principado de Asturias,2018,Septiembre,18.2,14.46,21.94,988.4,8.17
Región de Murcia,2018,Septiembre,24.5,19.58,29.43,993.01,8.18
La Rioja,2018,Septiembre,21.4,14.16,28.65,980.32,8.09
Ceuta,2018,Septiembre,23.8,21.11,26.49,1009.25,8.22
Melilla,2018,Septiembre,24.48,22.02,26.95,1012.95,7.89
Andalucía,2018,Octubre,18.01,13.1,22.93,981.49,9.2
Aragón,2018,Octubre,13.82,8.0,19.66,940.84,9.13
Islas Baleares,2018,Octubre,17.97,13.75,22.18,1013.19,11.39
Cataluña,2018,Octubre,15.81,10.79,20.82,971.07,9.22
Canarias,2018,Octubre,21.9,18.71,25.08,990.24,9.97
Cantabria,2018,Octubre,14.09,9.9,18.29,995.22,10.67
Castilla-La Mancha,2018,Octubre,14.43,8.4,20.47,930.95,8.84
Castilla y León,2018,Octubre,12.14,5.89,18.38,914.34,9.84
Comunidad de Madrid,2018,Octubre,13.36,8.18,18.53,910.17,9.7
Comunidad Foral de Navarra,2018,Octubre,14.58,9.28,19.88,973.92,9.93
Comunidad Valenciana,2018,Octubre,17.0,12.08,21.91,985.65,8.9
Extremadura,2018,Octubre,17.25,11.47,23.03,973.4,8.92
Galicia,2018,Octubre,14.43,9.3,19.56,987.44,10.93
País Vasco,2018,Octubre,14.61,10.45,18.78,995.1,10.23
Principado de Asturias,2018,Octubre,13.02,8.92,17.12,984.48,10.01
Región de Murcia,2018,Octubre,18.49,13.49,23.49,990.17,8.66
La Rioja,2018,Octubre,14.67,8.8,20.56,976.06,8.74
Ceuta,2018,Octubre,19.69,16.84,22.54,1006.66,9.49
Melilla,2018,Octubre,20.4,16.94,23.86,1010.56,9.96
Andalucía,2018,Noviembre,13.34,9.32,17.35,983.57,8.98
Aragón,2018,Noviembre,9.28,4.89,13.68,940.51,8.35
Islas Baleares,2018,Noviembre,14.12,10.17,18.07,1014.15,11.22
Cataluña,2018,Noviembre,11.16,6.91,15.4,975.62,7.99
Canarias,2018,Noviembre,19.25,16.19,22.3,994.71,10.47
Cantabria,2018,Noviembre,11.62,7.75,15.5,992.26,12.65
Castilla-La Mancha,2018,Noviembre,9.72,5.36,14.09,932.16,9.34
Castilla y León,2018,Noviembre,7.5,3.61,11.39,908.83,10.33
Comunidad de Madrid,2018,Noviembre,8.35,4.75,11.94,911.02,9.77
Comunidad Foral de Navarra,2018,Noviembre,10.28,6.15,14.4,973.66,10.02
Comunidad Valenciana,2018,Noviembre,12.99,8.68,17.29,986.21,8.87
Extremadura,2018,Noviembre,12.07,8.12,16.03,974.6,9.36
Galicia,2018,Noviembre,11.0,7.74,14.25,984.71,11.96
País Vasco,2018,Noviembre,12.08,8.17,15.99,993.02,11.96
Principado de Asturias,2018,Noviembre,10.34,6.73,13.97,980.64,11.06
Región de Murcia,2018,Noviembre,13.94,9.1,18.77,990.49,8.63
La Rioja,2018,Noviembre,9.99,5.57,14.41,975.31,8.82
Ceuta,2018,Noviembre,16.23,13.64,18.83,1008.69,9.93
Melilla,2018,Noviembre,16.33,12.92,19.75,1012.58,9.42
Andalucía,2018,Diciembre,12.18,6.75,17.62,992.45,7.42
Aragón,2018,Diciembre,7.22,2.05,12.39,949.58,7.38
Islas Baleares,2018,Diciembre,12.12,7.32,16.91,1023.37,8.99
Cataluña,2018,Diciembre,8.8,4.08,13.53,979.52,7.6
Canarias,2018,Diciembre,18.97,15.65,22.3,999.11,9.43
Cantabria,2018,Diciembre,10.19,6.45,13.93,1003.59,10.21
Castilla-La Mancha,2018,Diciembre,7.22,1.32,13.12,941.6,6.47
Castilla y León,2018,Diciembre,6.2,1.5,10.91,918.07,7.86
Comunidad de Madrid,2018,Diciembre,6.63,1.88,11.38,921.59,6.96
Comunidad Foral de Navarra,2018,Diciembre,7.96,3.44,12.48,983.39,7.14
Comunidad Valenciana,2018,Diciembre,11.68,5.91,17.45,995.33,7.82
Extremadura,2018,Diciembre,9.32,4.45,14.21,984.61,6.44
Galicia,2018,Diciembre,10.54,7.22,13.86,996.0,10.94
País Vasco,2018,Diciembre,10.58,6.85,14.31,1003.89,10.21
Principado de Asturias,2018,Diciembre,10.48,6.77,14.19,992.02,11.18
Región de Murcia,2018,Diciembre,12.1,5.99,18.19,1000.39,7.39
La Rioja,2018,Diciembre,8.12,3.16,13.07,985.36,8.05
Ceuta,2018,Diciembre,15.63,13.26,18.0,1017.22,8.48
Melilla,2018,Diciembre,14.99,11.43,18.56,1021.26,7.84
Andalucía,2019,Enero,10.02,4.63,15.41,987.43,8.76
Aragón,2019,Enero,4.72,-0.49,9.92,943.65,11.47
Islas Baleares,2019,Enero,9.32,4.93,13.73,1016.69,12.87
Cataluña,2019,Enero,6.09,0.87,11.32,972.91,10.22
Canarias,2019,Enero,17.01,13.94,20.06,998.65,10.22
Cantabria,2019,Enero,7.17,4.05,10.29,1001.73,11.65
Castilla-La Mancha,2019,Enero,5.44,-1.06,11.94,935.76,9.07
Castilla y León,2019,Enero,3.52,-1.7,8.75,913.69,9.57
Comunidad de Madrid,2019,Enero,4.78,-0.72,10.27,916.28,10.41
Comunidad Foral de Navarra,2019,Enero,5.3,1.71,8.88,978.67,11.48
Comunidad Valenciana,2019,Enero,9.39,3.66,15.13,989.31,10.07
Extremadura,2019,Enero,7.86,1.9,13.82,979.92,7.71
Galicia,2019,Enero,7.72,3.64,11.81,994.53,10.08
País Vasco,2019,Enero,7.0,4.14,9.86,1001.23,11.59
Principado de Asturias,2019,Enero,7.19,3.93,10.45,990.21,10.97
Región de Murcia,2019,Enero,10.3,3.98,16.63,994.36,9.12
La Rioja,2019,Enero,6.86,3.27,10.47,981.31,10.41
Ceuta,2019,Enero,14.27,11.65,16.88,1013.19,11.5
Melilla,2019,Enero,13.75,10.2,17.31,1016.48,11.25
Andalucía,2019,Febrero,11.82,5.69,17.94,989.82,8.48
Aragón,2019,Febrero,8.12,0.71,15.54,949.87,8.98
Islas Baleares,2019,Febrero,10.41,4.82,16.0,1024.27,8.73
Cataluña,2019,Febrero,9.18,2.44,15.93,980.4,7.66
Canarias,2019,Febrero,18.02,14.34,21.69,998.11,10.25
Cantabria,2019,Febrero,9.67,4.22,15.12,1004.07,10.0
Castilla-La Mancha,2019,Febrero,8.44,0.34,16.54,940.76,7.7
Castilla y León,2019,Febrero,6.64,-0.4,13.67,917.51,7.93
Comunidad de Madrid,2019,Febrero,7.62,1.11,14.12,921.58,8.48
Comunidad Foral de Navarra,2019,Febrero,8.27,1.29,15.26,982.89,8.39
Comunidad Valenciana,2019,Febrero,10.55,3.91,17.19,995.95,8.27
Extremadura,2019,Febrero,10.59,3.77,17.4,983.29,7.38
Galicia,2019,Febrero,10.47,5.12,15.83,996.13,9.41
País Vasco,2019,Febrero,10.88,5.49,16.27,1004.25,10.67
Principado de Asturias,2019,Febrero,9.51,4.73,14.29,992.28,9.28
Región de Murcia,2019,Febrero,11.54,4.96,18.13,999.92,8.31
La Rioja,2019,Febrero,8.15,1.25,15.03,985.81,8.33
Ceuta,2019,Febrero,14.34,11.83,16.87,1017.08,9.84
Melilla,2019,Febrero,13.75,10.44,17.07,1021.11,8.81
Andalucía,2019,Marzo,14.24,8.19,20.29,989.55,10.22
Aragón,2019,Marzo,10.1,2.76,17.44,947.38,10.65
Islas Baleares,2019,Marzo,12.3,7.1,17.49,1021.5,10.99
Cataluña,2019,Marzo,11.58,4.9,18.27,978.03,9.48
Canarias,2019,Marzo,17.89,14.58,21.2,996.28,10.95
Cantabria,2019,Marzo,10.39,5.6,15.18,1003.33,11.09
Castilla-La Mancha,2019,Marzo,10.71,2.99,18.43,937.46,9.8
Castilla y León,2019,Marzo,8.26,1.11,15.41,915.58,10.59
Comunidad de Madrid,2019,Marzo,10.09,3.48,16.7,919.01,10.61
Comunidad Foral de Navarra,2019,Marzo,9.79,3.21,16.39,981.55,10.91
Comunidad Valenciana,2019,Marzo,12.71,6.25,19.15,993.34,9.28
Extremadura,2019,Marzo,13.36,6.23,20.49,980.61,9.86
Galicia,2019,Marzo,11.21,5.64,16.78,995.11,11.44
País Vasco,2019,Marzo,11.08,5.94,16.22,1003.14,11.72
Principado de Asturias,2019,Marzo,10.2,5.63,14.77,992.01,12.12
Región de Murcia,2019,Marzo,13.54,6.95,20.09,997.17,9.31
La Rioja,2019,Marzo,10.83,3.72,17.95,983.88,9.21
Ceuta,2019,Marzo,16.11,13.51,18.69,1013.68,10.72
Melilla,2019,Marzo,15.61,12.49,18.72,1017.84,10.04
Andalucía,2019,Abril,14.68,9.4,19.96,981.41,10.78
Aragón,2019,Abril,11.15,5.32,16.97,938.32,10.93
Islas Baleares,2019,Abril,13.76,9.45,18.07,1012.12,11.99
Cataluña,2019,Abril,12.58,7.35,17.81,969.02,10.47
Canarias,2019,Abril,18.5,15.18,21.81,993.59,11.91
Cantabria,2019,Abril,11.47,6.95,15.99,992.51,11.84
Castilla-La Mancha,2019,Abril,11.27,5.42,17.12,928.89,10.92
Castilla y León,2019,Abril,8.94,3.17,14.71,906.46,11.71
Comunidad de Madrid,2019,Abril,10.11,4.76,15.46,910.51,12.34
Comunidad Foral de Navarra,2019,Abril,11.73,6.2,17.25,971.73,10.8
Comunidad Valenciana,2019,Abril,13.98,8.95,19.01,983.65,11.19
Extremadura,2019,Abril,13.88,7.78,19.97,972.59,11.08
Galicia,2019,Abril,11.51,6.89,16.15,985.22,11.88
País Vasco,2019,Abril,11.97,7.31,16.64,992.64,11.5
Principado de Asturias,2019,Abril,10.7,6.5,14.89,981.3,11.71
Región de Murcia,2019,Abril,15.25,9.81,20.67,987.75,10.82
La Rioja,2019,Abril,12.6,6.64,18.57,973.65,10.0
Ceuta,2019,Abril,16.52,13.33,19.69,1006.77,10.68
Melilla,2019,Abril,16.93,13.29,20.6,1010.49,10.22
Andalucía,2019,Mayo,20.31,14.0,26.61,982.52,10.33
Aragón,2019,Mayo,14.55,7.27,21.81,941.18,11.81
Islas Baleares,2019,Mayo,16.66,11.67,21.65,1014.18,10.8
Cataluña,2019,Mayo,15.24,9.4,21.07,971.51,9.91
Canarias,2019,Mayo,20.41,17.1,23.71,992.21,11.43
Cantabria,2019,Mayo,13.06,8.63,17.5,997.25,11.01
Castilla-La Mancha,2019,Mayo,17.31,9.54,25.09,931.14,10.0
Castilla y León,2019,Mayo,13.38,5.67,21.09,909.34,10.8
Comunidad de Madrid,2019,Mayo,15.86,8.6,23.12,912.4,11.34
Comunidad Foral de Navarra,2019,Mayo,13.78,7.96,19.6,975.27,10.89
Comunidad Valenciana,2019,Mayo,17.59,11.86,23.31,986.2,9.63
Extremadura,2019,Mayo,20.48,12.62,28.34,973.65,10.12
Galicia,2019,Mayo,15.09,9.32,20.85,988.81,10.69
País Vasco,2019,Mayo,13.29,8.88,17.7,997.25,10.65
Principado de Asturias,2019,Mayo,12.88,8.69,17.07,985.63,10.63
Región de Murcia,2019,Mayo,19.47,13.38,25.56,989.58,9.39
La Rioja,2019,Mayo,15.34,9.02,21.68,977.66,8.67
Ceuta,2019,Mayo,20.18,16.68,23.7,1006.93,11.0
Melilla,2019,Mayo,20.88,17.22,24.54,1010.64,9.86
Andalucía,2019,Junio,22.21,15.79,28.62,982.16,10.0
Aragón,2019,Junio,21.3,13.09,29.5,941.1,11.23
Islas Baleares,2019,Junio,22.28,17.03,27.52,1013.66,9.89
Cataluña,2019,Junio,20.97,14.54,27.41,971.63,9.48
Canarias,2019,Junio,21.69,18.44,24.94,994.89,10.69
Cantabria,2019,Junio,16.59,12.06,21.11,995.32,10.03
Castilla-La Mancha,2019,Junio,22.02,13.75,30.29,931.02,10.76
Castilla y León,2019,Junio,17.29,9.71,24.86,906.66,11.44
Comunidad de Madrid,2019,Junio,20.28,13.11,27.45,912.33,11.91
Comunidad Foral de Navarra,2019,Junio,20.03,12.41,27.65,973.82,10.81
Comunidad Valenciana,2019,Junio,21.73,15.65,27.8,986.01,9.18
Extremadura,2019,Junio,22.18,14.2,30.15,973.47,10.28
Galicia,2019,Junio,15.57,10.85,20.28,987.68,9.64
País Vasco,2019,Junio,17.91,12.6,23.21,994.67,10.58
Principado de Asturias,2019,Junio,15.1,11.69,18.5,984.24,9.75
Región de Murcia,2019,Junio,23.14,16.63,29.66,989.1,9.52
La Rioja,2019,Junio,21.67,13.58,29.78,975.6,10.61
Ceuta,2019,Junio,21.53,17.9,25.15,1006.81,10.21
Melilla,2019,Junio,22.36,19.08,25.62,1010.33,9.91
Andalucía,2019,Julio,25.64,19.35,31.92,983.07,9.98
Aragón,2019,Julio,24.53,16.5,32.55,941.12,10.79
Islas Baleares,2019,Julio,26.23,21.11,31.35,1012.54,9.7
Cataluña,2019,Julio,24.73,18.71,30.76,971.46,9.57
Canarias,2019,Julio,23.01,19.86,26.17,993.77,12.48
Cantabria,2019,Julio,20.09,15.76,24.41,995.56,8.79
Castilla-La Mancha,2019,Julio,26.24,18.15,34.32,930.62,10.35
Castilla y León,2019,Julio,21.57,13.53,29.62,909.51,10.56
Comunidad de Madrid,2019,Julio,25.08,17.86,32.3,912.86,11.31
Comunidad Foral de Navarra,2019,Julio,23.07,16.29,29.84,974.07,10.46
Comunidad Valenciana,2019,Julio,25.95,20.27,31.64,984.18,8.95
Extremadura,2019,Julio,26.35,18.22,34.49,972.78,9.68
Galicia,2019,Julio,19.92,14.42,25.43,987.62,9.87
País Vasco,2019,Julio,20.81,16.16,25.46,995.24,9.64
Principado de Asturias,2019,Julio,18.63,14.94,22.32,980.63,8.53
Región de Murcia,2019,Julio,27.24,21.08,33.41,987.99,10.19
La Rioja,2019,Julio,24.63,17.29,31.97,975.95,8.74
Ceuta,2019,Julio,24.53,20.48,28.59,1005.37,9.88
Melilla,2019,Julio,25.59,22.44,28.72,1008.94,10.12
Andalucía,2019,Agosto,26.3,19.74,32.85,984.97,9.47
Aragón,2019,Agosto,23.82,16.0,31.65,942.76,9.68
Islas Baleares,2019,Agosto,25.6,20.93,30.27,1013.9,9.53
Cataluña,2019,Agosto,24.39,18.53,30.24,972.25,8.82
Canarias,2019,Agosto,24.32,20.94,27.71,992.77,11.94
Cantabria,2019,Agosto,20.28,15.67,24.88,1000.38,8.6
Castilla-La Mancha,2019,Agosto,25.15,16.99,33.31,932.89,9.69
Castilla y León,2019,Agosto,20.85,12.86,28.84,910.55,9.94
Comunidad de Madrid,2019,Agosto,23.76,16.63,30.9,915.16,10.53
Comunidad Foral de Navarra,2019,Agosto,22.75,15.46,30.04,975.51,9.16
Comunidad Valenciana,2019,Agosto,25.6,19.93,31.28,986.01,8.96
Extremadura,2019,Agosto,26.43,18.17,34.69,974.28,9.25
Galicia,2019,Agosto,19.85,14.38,25.32,988.7,9.48
País Vasco,2019,Agosto,20.71,15.96,25.46,996.48,8.69
Principado de Asturias,2019,Agosto,18.97,15.01,22.94,983.49,8.93
Región de Murcia,2019,Agosto,27.05,21.04,33.03,990.66,8.89
La Rioja,2019,Agosto,23.8,15.97,31.63,977.39,8.22
Ceuta,2019,Agosto,25.57,21.53,29.61,1006.71,8.96
Melilla,2019,Agosto,26.97,23.88,30.08,1010.32,9.12
Andalucía,2019,Septiembre,23.3,17.71,28.88,989.6,8.99
Aragón,2019,Septiembre,19.39,12.32,26.45,944.3,9.77
Islas Baleares,2019,Septiembre,22.66,18.42,26.9,1016.14,10.03
Cataluña,2019,Septiembre,20.86,15.0,26.72,977.9,9.09
Canarias,2019,Septiembre,23.47,20.24,26.7,994.0,10.87
Cantabria,2019,Septiembre,18.17,13.76,22.59,999.97,9.39
Castilla-La Mancha,2019,Septiembre,20.4,13.64,27.16,934.16,9.58
Castilla y León,2019,Septiembre,17.02,9.88,24.18,916.28,10.41
Comunidad de Madrid,2019,Septiembre,19.04,12.99,25.09,915.9,10.49
Comunidad Foral de Navarra,2019,Septiembre,19.31,12.55,26.06,977.92,9.88
Comunidad Valenciana,2019,Septiembre,22.25,17.44,27.05,988.66,9.3
Extremadura,2019,Septiembre,23.19,15.81,30.58,976.0,9.3
Galicia,2019,Septiembre,18.47,12.91,24.03,990.25,10.33
País Vasco,2019,Septiembre,18.69,14.01,23.37,998.65,9.9
Principado de Asturias,2019,Septiembre,17.09,13.17,21.0,986.12,10.13
Región de Murcia,2019,Septiembre,23.67,18.86,28.43,991.85,8.65
La Rioja,2019,Septiembre,19.83,13.57,26.1,979.93,8.26
Ceuta,2019,Septiembre,22.79,19.73,25.86,1008.39,8.42
Melilla,2019,Septiembre,24.26,21.3,27.2,1012.08,7.86
Andalucía,2019,Octubre,19.02,13.19,24.84,986.88,8.41
Aragón,2019,Octubre,15.46,9.39,21.53,942.83,8.98
Islas Baleares,2019,Octubre,19.22,14.82,23.61,1015.63,9.77
Cataluña,2019,Octubre,17.28,12.03,22.52,983.15,8.66
Canarias,2019,Octubre,22.52,19.37,25.67,994.67,10.32
Cantabria,2019,Octubre,15.83,11.68,19.99,995.09,10.2
Castilla-La Mancha,2019,Octubre,15.93,9.38,22.49,933.63,8.03
Castilla y León,2019,Octubre,13.03,7.2,18.85,910.61,9.2
Comunidad de Madrid,2019,Octubre,14.33,8.91,19.75,914.64,9.17
Comunidad Foral de Navarra,2019,Octubre,15.7,10.31,21.08,975.64,8.66
Comunidad Valenciana,2019,Octubre,18.52,13.08,23.95,987.77,8.26
Extremadura,2019,Octubre,18.32,11.65,25.0,976.24,8.28
Galicia,2019,Octubre,14.67,10.59,18.74,987.72,9.13
País Vasco,2019,Octubre,16.46,12.13,20.78,995.56,10.66
Principado de Asturias,2019,Octubre,14.43,10.72,18.15,978.75,9.93
Región de Murcia,2019,Octubre,19.47,13.64,25.3,991.55,7.68
La Rioja,2019,Octubre,16.02,10.19,21.85,977.4,7.62
Ceuta,2019,Octubre,20.7,17.41,23.99,1009.47,8.58
Melilla,2019,Octubre,20.96,17.38,24.52,1013.22,8.53
Andalucía,2019,Noviembre,13.02,9.18,16.86,984.38,10.89
Aragón,2019,Noviembre,8.11,4.05,12.17,935.93,11.29
Islas Baleares,2019,Noviembre,13.25,9.4,17.1,1009.0,13.75
Cataluña,2019,Noviembre,9.93,5.04,14.81,964.96,10.52
Canarias,2019,Noviembre,20.28,17.43,23.13,995.61,12.11
Cantabria,2019,Noviembre,10.76,7.46,14.04,988.99,16.06
Castilla-La Mancha,2019,Noviembre,8.74,4.9,12.57,929.17,11.37
Castilla y León,2019,Noviembre,6.62,3.18,10.06,906.03,13.08
Comunidad de Madrid,2019,Noviembre,7.33,4.07,10.58,909.71,13.37
Comunidad Foral de Navarra,2019,Noviembre,8.57,5.01,12.14,968.92,10.58
Comunidad Valenciana,2019,Noviembre,13.48,8.95,18.01,982.32,12.41
Extremadura,2019,Noviembre,11.88,8.08,15.68,973.77,11.21
Galicia,2019,Noviembre,10.3,7.52,13.09,983.44,13.42
País Vasco,2019,Noviembre,10.5,7.35,13.65,989.12,15.7
Principado de Asturias,2019,Noviembre,9.57,6.71,12.42,974.34,15.32
Región de Murcia,2019,Noviembre,13.98,8.78,19.17,987.51,11.41
La Rioja,2019,Noviembre,9.33,5.77,12.89,970.91,10.34
Ceuta,2019,Noviembre,16.51,13.9,19.12,1008.49,13.44
Melilla,2019,Noviembre,17.03,14.23,19.86,1011.5,13.68
Andalucía,2019,Diciembre,12.69,8.12,17.25,990.27,9.55
Aragón,2019,Diciembre,7.5,2.93,12.07,944.32,9.41
Islas Baleares,2019,Diciembre,12.93,8.92,16.96,1018.02,11.75
Cataluña,2019,Diciembre,9.52,5.17,13.88,974.31,9.66
Canarias,2019,Diciembre,18.62,15.41,21.84,997.51,10.79
Cantabria,2019,Diciembre,10.34,6.44,14.23,997.31,13.08
Castilla-La Mancha,2019,Diciembre,8.06,3.62,12.5,935.92,9.44
Castilla y León,2019,Diciembre,6.23,1.81,10.65,911.6,10.86
Comunidad de Madrid,2019,Diciembre,7.53,3.43,11.63,916.79,10.81
Comunidad Foral de Navarra,2019,Diciembre,8.01,3.68,12.33,977.89,9.55
Comunidad Valenciana,2019,Diciembre,12.28,7.7,16.86,990.23,10.16
Extremadura,2019,Diciembre,10.9,6.63,15.18,979.33,9.4
Galicia,2019,Diciembre,9.41,5.67,13.14,989.9,11.52
País Vasco,2019,Diciembre,10.43,6.54,14.33,997.68,13.46
Principado de Asturias,2019,Diciembre,9.24,5.58,12.89,981.53,12.36
Región de Murcia,2019,Diciembre,12.73,7.79,17.65,995.05,9.06
La Rioja,2019,Diciembre,8.32,4.01,12.67,979.7,10.27
Ceuta,2019,Diciembre,15.73,13.6,17.88,1013.0,11.22
Melilla,2019,Diciembre,15.66,12.92,18.37,1016.5,11.29
